from_country,from_port_id,from_port,to_country,to_port_id,to_port,sea_distance
Panama,216592,Cristobal,Portugal,13012,Leixoes,4190
Panama,216592,Cristobal,United Kingdom,29002,Liverpool,4540
Panama,216592,Cristobal,United Kingdom,29239,London,4760
Panama,216592,Cristobal,United States,14635,Los Angeles,2951
Panama,216592,Cristobal,Sweden,20512,Lysekil,5017
Panama,216592,Cristobal,Venezuela,19974,Maracaibo,676
Panama,216592,Cristobal,Peru,10860,Matarani,1814
Panama,216592,Cristobal,Turkey,22522,Mersin,6286
Panama,216592,Cristobal,Uruguay,17941,Montevideo,5247
Panama,216592,Cristobal,United States,25007,New Jersey,1979
Panama,216592,Cristobal,Slovenia,22770,Piran,5969
Panama,216592,Cristobal,Puerto Rico,13756,San Juan,992
Panama,216592,Cristobal,Portugal,13390,Setubal,4170
Panama,216592,Cristobal,Russia,18454,St Petersburg,5835
Panama,216592,Cristobal,Sweden,21206,Stockholm,5566
Panama,216592,Cristobal,Spain,18937,Valencia,4712
El Salvador,15107,Cutuco,Turkey,246265,Ambarli,6890
El Salvador,15107,Cutuco,Greece,21863,Aspropyrgos,6594
El Salvador,15107,Cutuco,Panama,216593,Balboa,741
El Salvador,15107,Cutuco,Spain,17386,Barcelona,5620
El Salvador,15107,Cutuco,Georgia,18137,Batumi,7491
El Salvador,15107,Cutuco,Norway,26147,Bergen,5614
El Salvador,15107,Cutuco,Tunisia,23448,Bizerte,5848
El Salvador,15107,Cutuco,France,18012,Brest,5197
El Salvador,15107,Cutuco,Peru,30045,Callao,1664
El Salvador,15107,Cutuco,Romania,14459,Constantza,7101
El Salvador,15107,Cutuco,Panama,216592,Cristobal,780
El Salvador,15107,Cutuco,Ireland,29749,Dublin,5241
El Salvador,15107,Cutuco,France,18326,Dunkirk,5487
El Salvador,15107,Cutuco,Ukraine,213737,Feodosia,7296
El Salvador,15107,Cutuco,Portugal,23428,Funchal,4519
El Salvador,15107,Cutuco,Tunisia,23495,Gabes,6140
El Salvador,15107,Cutuco,Romania,14470,Galatz,7225
El Salvador,15107,Cutuco,Poland,12543,Gdansk,6190
El Salvador,15107,Cutuco,Italy,11174,Genoa,5952
El Salvador,15107,Cutuco,Puerto Rico,13610,Guanica,1697
El Salvador,15107,Cutuco,Germany,224858,Hamburg,5834
El Salvador,15107,Cutuco,Finland,16485,Helsinki,6474
El Salvador,15107,Cutuco,Slovenia,24795,Izola,6749
El Salvador,15107,Cutuco,Russia,11771,Kaliningrad,6225
El Salvador,15107,Cutuco,Slovenia,21381,Koper,6749
El Salvador,15107,Cutuco,Finland,16737,Kotka,6529
El Salvador,15107,Cutuco,Portugal,13012,Leixoes,4970
El Salvador,15107,Cutuco,United Kingdom,29002,Liverpool,5320
El Salvador,15107,Cutuco,United Kingdom,29239,London,5540
El Salvador,15107,Cutuco,United States,14635,Los Angeles,2245
El Salvador,15107,Cutuco,Sweden,20512,Lysekil,5797
El Salvador,15107,Cutuco,Mexico,14277,Manzanillo,1055
El Salvador,15107,Cutuco,Venezuela,19974,Maracaibo,1456
El Salvador,15107,Cutuco,Peru,10860,Matarani,2099
El Salvador,15107,Cutuco,Turkey,22522,Mersin,7066
El Salvador,15107,Cutuco,Monaco,21457,Monaco,5874
El Salvador,15107,Cutuco,Uruguay,17941,Montevideo,5522
El Salvador,15107,Cutuco,Norway,27728,Narvik,6015
El Salvador,15107,Cutuco,United States,25007,New Jersey,2759
El Salvador,15107,Cutuco,Greece,21852,Piraeus,6586
El Salvador,15107,Cutuco,Slovenia,22770,Piran,6749
El Salvador,15107,Cutuco,Georgia,18682,Poti,7508
El Salvador,15107,Cutuco,Guatemala,29973,Puerto Quetzal,202
El Salvador,15107,Cutuco,Germany,20072,Rostock,6033
El Salvador,15107,Cutuco,Puerto Rico,13756,San Juan,1772
El Salvador,15107,Cutuco,Portugal,13390,Setubal,4950
El Salvador,15107,Cutuco,Russia,18454,St Petersburg,6615
El Salvador,15107,Cutuco,Sweden,21206,Stockholm,6346
El Salvador,15107,Cutuco,Estonia,18867,Tallinn,6453
El Salvador,15107,Cutuco,Spain,18937,Valencia,5492
El Salvador,15107,Cutuco,Italy,13176,Venice,6769
El Salvador,15107,Cutuco,Mexico,21451,Veracruz,2190
El Salvador,15107,Cutuco,Netherlands,23247,Vlissingen,5536
Ireland,29749,Dublin,Turkey,246265,Ambarli,2981
Ireland,29749,Dublin,Panama,216593,Balboa,4500
Ireland,29749,Dublin,Spain,17386,Barcelona,1711
Ireland,29749,Dublin,Norway,26147,Bergen,710
Ireland,29749,Dublin,Tunisia,23448,Bizerte,1939
Ireland,29749,Dublin,Peru,30045,Callao,5840
Ireland,29749,Dublin,Romania,14459,Constantza,3192
Ireland,29749,Dublin,Panama,216592,Cristobal,4461
Ireland,29749,Dublin,Ukraine,213737,Feodosia,3387
Ireland,29749,Dublin,Portugal,23428,Funchal,1350
Ireland,29749,Dublin,Tunisia,23495,Gabes,2231
Ireland,29749,Dublin,Romania,14470,Galatz,3316
Ireland,29749,Dublin,Poland,12543,Gdansk,1286
Ireland,29749,Dublin,Italy,11174,Genoa,2043
Ireland,29749,Dublin,Puerto Rico,13610,Guanica,3614
Ireland,29749,Dublin,Slovenia,24795,Izola,2840
Ireland,29749,Dublin,Russia,11771,Kaliningrad,1321
Ireland,29749,Dublin,Slovenia,21381,Koper,2840
Ireland,29749,Dublin,Portugal,13012,Leixoes,763
Ireland,29749,Dublin,United Kingdom,29002,Liverpool,117
Ireland,29749,Dublin,United Kingdom,29239,London,587
Ireland,29749,Dublin,United States,14635,Los Angeles,7412
Ireland,29749,Dublin,Sweden,20512,Lysekil,893
Ireland,29749,Dublin,Mexico,14277,Manzanillo,6225
Ireland,29749,Dublin,Venezuela,19974,Maracaibo,4098
Ireland,29749,Dublin,Peru,10860,Matarani,6275
Ireland,29749,Dublin,Turkey,22522,Mersin,3157
Ireland,29749,Dublin,Monaco,21457,Monaco,1965
Ireland,29749,Dublin,Uruguay,17941,Montevideo,6055
Ireland,29749,Dublin,Norway,27728,Narvik,1209
Ireland,29749,Dublin,United States,25007,New Jersey,3036
Ireland,29749,Dublin,Slovenia,22770,Piran,2840
Ireland,29749,Dublin,Puerto Rico,13756,San Juan,3514
Ireland,29749,Dublin,Portugal,13390,Setubal,945
Ireland,29749,Dublin,Russia,18454,St Petersburg,1711
Ireland,29749,Dublin,Sweden,21206,Stockholm,1442
Ireland,29749,Dublin,Spain,18937,Valencia,1583
Ireland,29749,Dublin,Italy,13176,Venice,2860
Ireland,29749,Dublin,Mexico,21451,Veracruz,4757
Ireland,29749,Dublin,Netherlands,23247,Vlissingen,583
France,18326,Dunkirk,Turkey,246265,Ambarli,3047
France,18326,Dunkirk,Greece,21863,Aspropyrgos,2751
France,18326,Dunkirk,Panama,216593,Balboa,4746
France,18326,Dunkirk,Spain,17386,Barcelona,1777
France,18326,Dunkirk,Georgia,18137,Batumi,3648
France,18326,Dunkirk,Norway,26147,Bergen,592
France,18326,Dunkirk,Tunisia,23448,Bizerte,2005
France,18326,Dunkirk,Peru,30045,Callao,6086
France,18326,Dunkirk,Romania,14459,Constantza,3258
France,18326,Dunkirk,Panama,216592,Cristobal,4707
France,18326,Dunkirk,Ireland,29749,Dublin,532
France,18326,Dunkirk,Ukraine,213737,Feodosia,3453
France,18326,Dunkirk,Portugal,23428,Funchal,1432
France,18326,Dunkirk,Tunisia,23495,Gabes,2297
France,18326,Dunkirk,Romania,14470,Galatz,3382
France,18326,Dunkirk,Poland,12543,Gdansk,958
France,18326,Dunkirk,Italy,11174,Genoa,2109
France,18326,Dunkirk,Puerto Rico,13610,Guanica,3843
France,18326,Dunkirk,Germany,224858,Hamburg,394
France,18326,Dunkirk,Slovenia,24795,Izola,2906
France,18326,Dunkirk,Russia,11771,Kaliningrad,993
France,18326,Dunkirk,Slovenia,21381,Koper,2906
France,18326,Dunkirk,Portugal,13012,Leixoes,831
France,18326,Dunkirk,United Kingdom,29002,Liverpool,597
France,18326,Dunkirk,United Kingdom,29239,London,111
France,18326,Dunkirk,United States,14635,Los Angeles,7658
France,18326,Dunkirk,Sweden,20512,Lysekil,576
France,18326,Dunkirk,Mexico,14277,Manzanillo,6471
France,18326,Dunkirk,Venezuela,19974,Maracaibo,4327
France,18326,Dunkirk,Peru,10860,Matarani,6521
France,18326,Dunkirk,Turkey,22522,Mersin,3223
France,18326,Dunkirk,Monaco,21457,Monaco,2031
France,18326,Dunkirk,Uruguay,17941,Montevideo,6145
France,18326,Dunkirk,Norway,27728,Narvik,1188
France,18326,Dunkirk,United States,25007,New Jersey,3296
France,18326,Dunkirk,Greece,21852,Piraeus,2743
France,18326,Dunkirk,Slovenia,22770,Piran,2906
France,18326,Dunkirk,Georgia,18682,Poti,3665
France,18326,Dunkirk,Guatemala,29973,Puerto Quetzal,5635
France,18326,Dunkirk,Germany,20072,Rostock,801
France,18326,Dunkirk,Puerto Rico,13756,San Juan,3754
France,18326,Dunkirk,Portugal,13390,Setubal,1013
France,18326,Dunkirk,Russia,18454,St Petersburg,1383
France,18326,Dunkirk,Sweden,21206,Stockholm,1114
France,18326,Dunkirk,Spain,18937,Valencia,1649
France,18326,Dunkirk,Italy,13176,Venice,2926
France,18326,Dunkirk,Mexico,21451,Veracruz,5010
France,18326,Dunkirk,Netherlands,23247,Vlissingen,96
Ecuador,14226,Esmeraldas,Turkey,246265,Ambarli,6629
Ecuador,14226,Esmeraldas,Greece,21863,Aspropyrgos,6333
Ecuador,14226,Esmeraldas,Panama,216593,Balboa,480
Ecuador,14226,Esmeraldas,Spain,17386,Barcelona,5359
Ecuador,14226,Esmeraldas,Georgia,18137,Batumi,7230
Ecuador,14226,Esmeraldas,Norway,26147,Bergen,5353
Ecuador,14226,Esmeraldas,Tunisia,23448,Bizerte,5587
Ecuador,14226,Esmeraldas,France,18012,Brest,4936
Ecuador,14226,Esmeraldas,Peru,30045,Callao,899
Ecuador,14226,Esmeraldas,Romania,14459,Constantza,6840
Ecuador,14226,Esmeraldas,Panama,216592,Cristobal,519
Ecuador,14226,Esmeraldas,El Salvador,15107,Cutuco,898
Ecuador,14226,Esmeraldas,Ireland,29749,Dublin,4980
Ecuador,14226,Esmeraldas,France,18326,Dunkirk,5226
Ecuador,14226,Esmeraldas,Ukraine,213737,Feodosia,7035
Ecuador,14226,Esmeraldas,Portugal,23428,Funchal,4258
Ecuador,14226,Esmeraldas,Tunisia,23495,Gabes,5879
Ecuador,14226,Esmeraldas,Romania,14470,Galatz,6964
Ecuador,14226,Esmeraldas,Poland,12543,Gdansk,5929
Ecuador,14226,Esmeraldas,Italy,11174,Genoa,5691
Ecuador,14226,Esmeraldas,Puerto Rico,13610,Guanica,1436
Ecuador,14226,Esmeraldas,Ecuador,29876,Guayaquil,394
Ecuador,14226,Esmeraldas,Germany,224858,Hamburg,5573
Ecuador,14226,Esmeraldas,Finland,16485,Helsinki,6213
Ecuador,14226,Esmeraldas,Slovenia,24795,Izola,6488
Ecuador,14226,Esmeraldas,Russia,11771,Kaliningrad,5964
Ecuador,14226,Esmeraldas,Slovenia,21381,Koper,6488
Ecuador,14226,Esmeraldas,Finland,16737,Kotka,6268
Ecuador,14226,Esmeraldas,Portugal,13012,Leixoes,4709
Ecuador,14226,Esmeraldas,United Kingdom,29002,Liverpool,5059
Ecuador,14226,Esmeraldas,United Kingdom,29239,London,5279
Ecuador,14226,Esmeraldas,United States,14635,Los Angeles,3005
Ecuador,14226,Esmeraldas,Sweden,20512,Lysekil,5536
Ecuador,14226,Esmeraldas,Mexico,14277,Manzanillo,1830
Ecuador,14226,Esmeraldas,Venezuela,19974,Maracaibo,1195
Ecuador,14226,Esmeraldas,Peru,10860,Matarani,1326
Ecuador,14226,Esmeraldas,Turkey,22522,Mersin,6805
Ecuador,14226,Esmeraldas,Monaco,21457,Monaco,5613
Ecuador,14226,Esmeraldas,Uruguay,17941,Montevideo,4774
Ecuador,14226,Esmeraldas,Norway,27728,Narvik,5754
Ecuador,14226,Esmeraldas,United States,25007,New Jersey,2498
Ecuador,14226,Esmeraldas,Greece,21852,Piraeus,6325
Ecuador,14226,Esmeraldas,Slovenia,22770,Piran,6488
Ecuador,14226,Esmeraldas,Georgia,18682,Poti,7247
Ecuador,14226,Esmeraldas,Guatemala,29973,Puerto Quetzal,1026
Ecuador,14226,Esmeraldas,Germany,20072,Rostock,5772
Ecuador,14226,Esmeraldas,Puerto Rico,13756,San Juan,1511
Ecuador,14226,Esmeraldas,Portugal,13390,Setubal,4689
Ecuador,14226,Esmeraldas,Russia,18454,St Petersburg,6354
Ecuador,14226,Esmeraldas,Sweden,21206,Stockholm,6085
Ecuador,14226,Esmeraldas,Estonia,18867,Tallinn,6192
Ecuador,14226,Esmeraldas,Spain,18937,Valencia,5231
Ecuador,14226,Esmeraldas,Italy,13176,Venice,6508
Ecuador,14226,Esmeraldas,Mexico,21451,Veracruz,1929
Ecuador,14226,Esmeraldas,Netherlands,23247,Vlissingen,5275
Ukraine,213737,Feodosia,United Kingdom,29002,Liverpool,3457
Ukraine,213737,Feodosia,United Kingdom,29239,London,3511
Ukraine,213737,Feodosia,United States,14635,Los Angeles,9467
Ukraine,213737,Feodosia,Venezuela,19974,Maracaibo,6076
Ukraine,213737,Feodosia,Uruguay,17941,Montevideo,7383
Ukraine,213737,Feodosia,United States,25007,New Jersey,5404
Portugal,23428,Funchal,Turkey,246265,Ambarli,2393
Portugal,23428,Funchal,Panama,216593,Balboa,3778
Portugal,23428,Funchal,Spain,17386,Barcelona,1123
Portugal,23428,Funchal,Norway,26147,Bergen,1982
Portugal,23428,Funchal,Tunisia,23448,Bizerte,1351
Portugal,23428,Funchal,Peru,30045,Callao,5118
Portugal,23428,Funchal,Romania,14459,Constantza,2604
Portugal,23428,Funchal,Panama,216592,Cristobal,3739
Portugal,23428,Funchal,Ukraine,213737,Feodosia,2799
Portugal,23428,Funchal,Tunisia,23495,Gabes,1643
Portugal,23428,Funchal,Romania,14470,Galatz,2728
Portugal,23428,Funchal,Poland,12543,Gdansk,2348
Portugal,23428,Funchal,Puerto Rico,13610,Guanica,2837
Portugal,23428,Funchal,Slovenia,24795,Izola,2252
Portugal,23428,Funchal,Russia,11771,Kaliningrad,2383
Portugal,23428,Funchal,Slovenia,21381,Koper,2252
Portugal,23428,Funchal,Portugal,13012,Leixoes,655
Portugal,23428,Funchal,United Kingdom,29002,Liverpool,1429
Portugal,23428,Funchal,United Kingdom,29239,London,1490
Portugal,23428,Funchal,United States,14635,Los Angeles,6690
Portugal,23428,Funchal,Sweden,20512,Lysekil,1966
Portugal,23428,Funchal,Mexico,14277,Manzanillo,5503
Portugal,23428,Funchal,Venezuela,19974,Maracaibo,3295
Portugal,23428,Funchal,Peru,10860,Matarani,5553
Portugal,23428,Funchal,Turkey,22522,Mersin,2569
Portugal,23428,Funchal,Monaco,21457,Monaco,1377
Portugal,23428,Funchal,Uruguay,17941,Montevideo,4721
Portugal,23428,Funchal,Norway,27728,Narvik,2505
Portugal,23428,Funchal,United States,25007,New Jersey,2768
Portugal,23428,Funchal,Slovenia,22770,Piran,2252
Portugal,23428,Funchal,Puerto Rico,13756,San Juan,2776
Portugal,23428,Funchal,Portugal,13390,Setubal,536
Portugal,23428,Funchal,Russia,18454,St Petersburg,2773
Portugal,23428,Funchal,Sweden,21206,Stockholm,2504
Portugal,23428,Funchal,Spain,18937,Valencia,995
Portugal,23428,Funchal,Mexico,21451,Veracruz,4295
Portugal,23428,Funchal,Netherlands,23247,Vlissingen,1486
Tunisia,23495,Gabes,Turkey,246265,Ambarli,1059
Tunisia,23495,Gabes,Ukraine,213737,Feodosia,1465
Tunisia,23495,Gabes,United Kingdom,29002,Liverpool,2301
Tunisia,23495,Gabes,United Kingdom,29239,London,2355
Tunisia,23495,Gabes,United States,14635,Los Angeles,8311
Tunisia,23495,Gabes,Venezuela,19974,Maracaibo,4920
Tunisia,23495,Gabes,Turkey,22522,Mersin,1225
Tunisia,23495,Gabes,Uruguay,17941,Montevideo,6227
Tunisia,23495,Gabes,United States,25007,New Jersey,4248
Romania,14470,Galatz,Turkey,246265,Ambarli,335
Romania,14470,Galatz,Spain,17386,Barcelona,1789
Romania,14470,Galatz,Tunisia,23448,Bizerte,1373
Romania,14470,Galatz,Ukraine,213737,Feodosia,364
Romania,14470,Galatz,Tunisia,23495,Gabes,1394
Romania,14470,Galatz,Slovenia,24795,Izola,1468
Romania,14470,Galatz,Russia,11771,Kaliningrad,4333
Romania,14470,Galatz,Slovenia,21381,Koper,1468
Romania,14470,Galatz,United Kingdom,29002,Liverpool,3386
Romania,14470,Galatz,United Kingdom,29239,London,3440
Romania,14470,Galatz,United States,14635,Los Angeles,9396
Romania,14470,Galatz,Sweden,20512,Lysekil,3916
Romania,14470,Galatz,Venezuela,19974,Maracaibo,6005
Romania,14470,Galatz,Turkey,22522,Mersin,1070
Romania,14470,Galatz,Uruguay,17941,Montevideo,7312
Romania,14470,Galatz,United States,25007,New Jersey,5333
Romania,14470,Galatz,Slovenia,22770,Piran,1468
Romania,14470,Galatz,Russia,18454,St Petersburg,4723
Romania,14470,Galatz,Sweden,21206,Stockholm,4454
Romania,14470,Galatz,Spain,18937,Valencia,1870
Poland,12543,Gdansk,Turkey,246265,Ambarli,3963
Poland,12543,Gdansk,Spain,17386,Barcelona,2693
Poland,12543,Gdansk,Tunisia,23448,Bizerte,2921
Poland,12543,Gdansk,Romania,14459,Constantza,4174
Poland,12543,Gdansk,Ukraine,213737,Feodosia,4369
Poland,12543,Gdansk,Tunisia,23495,Gabes,3213
Poland,12543,Gdansk,Romania,14470,Galatz,4298
Poland,12543,Gdansk,Puerto Rico,13610,Guanica,4602
Poland,12543,Gdansk,Slovenia,24795,Izola,3822
Poland,12543,Gdansk,Russia,11771,Kaliningrad,67
Poland,12543,Gdansk,Slovenia,21381,Koper,3822
Poland,12543,Gdansk,Portugal,13012,Leixoes,1747
Poland,12543,Gdansk,United Kingdom,29002,Liverpool,1316
Poland,12543,Gdansk,United Kingdom,29239,London,971
Poland,12543,Gdansk,United States,14635,Los Angeles,8361
Poland,12543,Gdansk,Sweden,20512,Lysekil,439
Poland,12543,Gdansk,Venezuela,19974,Maracaibo,5071
Poland,12543,Gdansk,Turkey,22522,Mersin,4139
Poland,12543,Gdansk,Uruguay,17941,Montevideo,7061
Poland,12543,Gdansk,United States,25007,New Jersey,3948
Poland,12543,Gdansk,Slovenia,22770,Piran,3822
Poland,12543,Gdansk,Puerto Rico,13756,San Juan,4491
Poland,12543,Gdansk,Portugal,13390,Setubal,1929
Poland,12543,Gdansk,Russia,18454,St Petersburg,565
Poland,12543,Gdansk,Sweden,21206,Stockholm,345
Poland,12543,Gdansk,Spain,18937,Valencia,2565
Italy,11174,Genoa,Turkey,246265,Ambarli,1270
Italy,11174,Genoa,Panama,216593,Balboa,5211
Italy,11174,Genoa,Spain,17386,Barcelona,352
Italy,11174,Genoa,Norway,26147,Bergen,2659
Italy,11174,Genoa,Tunisia,23448,Bizerte,431
Italy,11174,Genoa,Peru,30045,Callao,6551
Italy,11174,Genoa,Romania,14459,Constantza,1481
Italy,11174,Genoa,Panama,216592,Cristobal,5172
Italy,11174,Genoa,Ukraine,213737,Feodosia,1676
Italy,11174,Genoa,Portugal,23428,Funchal,1455
Italy,11174,Genoa,Tunisia,23495,Gabes,682
Italy,11174,Genoa,Romania,14470,Galatz,1605
Italy,11174,Genoa,Poland,12543,Gdansk,3025
Italy,11174,Genoa,Puerto Rico,13610,Guanica,4270
Italy,11174,Genoa,Slovenia,24795,Izola,1107
Italy,11174,Genoa,Russia,11771,Kaliningrad,3060
Italy,11174,Genoa,Slovenia,21381,Koper,1107
Italy,11174,Genoa,Portugal,13012,Leixoes,1301
Italy,11174,Genoa,United Kingdom,29002,Liverpool,2113
Italy,11174,Genoa,United Kingdom,29239,London,2167
Italy,11174,Genoa,United States,14635,Los Angeles,8123
Italy,11174,Genoa,Sweden,20512,Lysekil,2643
Italy,11174,Genoa,Mexico,14277,Manzanillo,6936
Italy,11174,Genoa,Venezuela,19974,Maracaibo,4732
Italy,11174,Genoa,Peru,10860,Matarani,6986
Italy,11174,Genoa,Turkey,22522,Mersin,1452
Italy,11174,Genoa,Monaco,21457,Monaco,86
Italy,11174,Genoa,Uruguay,17941,Montevideo,6039
Italy,11174,Genoa,Norway,27728,Narvik,3255
Italy,11174,Genoa,United States,25007,New Jersey,4060
Italy,11174,Genoa,Slovenia,22770,Piran,1107
Italy,11174,Genoa,Puerto Rico,13756,San Juan,4201
Italy,11174,Genoa,Portugal,13390,Setubal,1131
Italy,11174,Genoa,Russia,18454,St Petersburg,3450
Italy,11174,Genoa,Sweden,21206,Stockholm,3181
Italy,11174,Genoa,Spain,18937,Valencia,510
Italy,11174,Genoa,Italy,13176,Venice,1127
Italy,11174,Genoa,Mexico,21451,Veracruz,5666
Italy,11174,Genoa,Netherlands,23247,Vlissingen,2163
Puerto Rico,13610,Guanica,Turkey,246265,Ambarli,5208
Puerto Rico,13610,Guanica,Spain,17386,Barcelona,3938
Puerto Rico,13610,Guanica,Tunisia,23448,Bizerte,4166
Puerto Rico,13610,Guanica,Romania,14459,Constantza,5419
Puerto Rico,13610,Guanica,Ukraine,213737,Feodosia,5614
Puerto Rico,13610,Guanica,Tunisia,23495,Gabes,4458
Puerto Rico,13610,Guanica,Romania,14470,Galatz,5543
Puerto Rico,13610,Guanica,Slovenia,24795,Izola,5067
Puerto Rico,13610,Guanica,Russia,11771,Kaliningrad,4637
Puerto Rico,13610,Guanica,Slovenia,21381,Koper,5067
Puerto Rico,13610,Guanica,United Kingdom,29002,Liverpool,3693
Puerto Rico,13610,Guanica,United Kingdom,29239,London,3896
Puerto Rico,13610,Guanica,United States,14635,Los Angeles,3868
Puerto Rico,13610,Guanica,Sweden,20512,Lysekil,4209
Puerto Rico,13610,Guanica,Venezuela,19974,Maracaibo,530
Puerto Rico,13610,Guanica,Turkey,22522,Mersin,5384
Puerto Rico,13610,Guanica,Uruguay,17941,Montevideo,4593
Puerto Rico,13610,Guanica,United States,25007,New Jersey,1455
Puerto Rico,13610,Guanica,Slovenia,22770,Piran,5067
Puerto Rico,13610,Guanica,Puerto Rico,13756,San Juan,129
Puerto Rico,13610,Guanica,Russia,18454,St Petersburg,5027
Puerto Rico,13610,Guanica,Sweden,21206,Stockholm,4758
Puerto Rico,13610,Guanica,Spain,18937,Valencia,3810
Ecuador,29876,Guayaquil,Turkey,246265,Ambarli,6986
Ecuador,29876,Guayaquil,Greece,21863,Aspropyrgos,6690
Ecuador,29876,Guayaquil,Panama,216593,Balboa,837
Ecuador,29876,Guayaquil,Spain,17386,Barcelona,5716
Ecuador,29876,Guayaquil,Georgia,18137,Batumi,7587
Ecuador,29876,Guayaquil,Norway,26147,Bergen,5710
Ecuador,29876,Guayaquil,Tunisia,23448,Bizerte,5944
Ecuador,29876,Guayaquil,France,18012,Brest,5293
Ecuador,29876,Guayaquil,Peru,30045,Callao,706
Ecuador,29876,Guayaquil,Romania,14459,Constantza,7197
Ecuador,29876,Guayaquil,Panama,216592,Cristobal,876
Ecuador,29876,Guayaquil,El Salvador,15107,Cutuco,1180
Ecuador,29876,Guayaquil,Ireland,29749,Dublin,5337
Ecuador,29876,Guayaquil,France,18326,Dunkirk,5583
Ecuador,29876,Guayaquil,Ukraine,213737,Feodosia,7392
Ecuador,29876,Guayaquil,Portugal,23428,Funchal,4615
Ecuador,29876,Guayaquil,Tunisia,23495,Gabes,6236
Ecuador,29876,Guayaquil,Romania,14470,Galatz,7321
Ecuador,29876,Guayaquil,Poland,12543,Gdansk,6286
Ecuador,29876,Guayaquil,Italy,11174,Genoa,6048
Ecuador,29876,Guayaquil,Puerto Rico,13610,Guanica,1793
Ecuador,29876,Guayaquil,Germany,224858,Hamburg,5930
Ecuador,29876,Guayaquil,Finland,16485,Helsinki,6570
Ecuador,29876,Guayaquil,Slovenia,24795,Izola,6845
Ecuador,29876,Guayaquil,Russia,11771,Kaliningrad,6321
Ecuador,29876,Guayaquil,Slovenia,21381,Koper,6845
Ecuador,29876,Guayaquil,Finland,16737,Kotka,6625
Ecuador,29876,Guayaquil,Portugal,13012,Leixoes,5066
Ecuador,29876,Guayaquil,United Kingdom,29002,Liverpool,5416
Ecuador,29876,Guayaquil,United Kingdom,29239,London,5636
Ecuador,29876,Guayaquil,United States,14635,Los Angeles,3228
Ecuador,29876,Guayaquil,Sweden,20512,Lysekil,5893
Ecuador,29876,Guayaquil,Mexico,14277,Manzanillo,2036
Ecuador,29876,Guayaquil,Venezuela,19974,Maracaibo,1552
Ecuador,29876,Guayaquil,Peru,10860,Matarani,1146
Ecuador,29876,Guayaquil,Turkey,22522,Mersin,7162
Ecuador,29876,Guayaquil,Monaco,21457,Monaco,5970
Ecuador,29876,Guayaquil,Uruguay,17941,Montevideo,4596
Ecuador,29876,Guayaquil,Norway,27728,Narvik,6111
Ecuador,29876,Guayaquil,United States,25007,New Jersey,2855
Ecuador,29876,Guayaquil,Greece,21852,Piraeus,6682
Ecuador,29876,Guayaquil,Slovenia,22770,Piran,6845
Ecuador,29876,Guayaquil,Georgia,18682,Poti,7604
Ecuador,29876,Guayaquil,Guatemala,29973,Puerto Quetzal,1290
Ecuador,29876,Guayaquil,Germany,20072,Rostock,6129
Ecuador,29876,Guayaquil,Puerto Rico,13756,San Juan,1868
Ecuador,29876,Guayaquil,Portugal,13390,Setubal,5046
Ecuador,29876,Guayaquil,Russia,18454,St Petersburg,6711
Ecuador,29876,Guayaquil,Sweden,21206,Stockholm,6442
Ecuador,29876,Guayaquil,Estonia,18867,Tallinn,6549
Ecuador,29876,Guayaquil,Spain,18937,Valencia,5588
Ecuador,29876,Guayaquil,Italy,13176,Venice,6865
Ecuador,29876,Guayaquil,Mexico,21451,Veracruz,2286
Ecuador,29876,Guayaquil,Netherlands,23247,Vlissingen,5632
Canada,22226,Halifax,Denmark,10358,Aarhus,3006
Canada,22226,Halifax,Turkey,246265,Ambarli,4499
Canada,22226,Halifax,Greece,21863,Aspropyrgos,4203
Canada,22226,Halifax,Panama,216593,Balboa,2337
Canada,22226,Halifax,Spain,17386,Barcelona,3229
Canada,22226,Halifax,Georgia,18137,Batumi,5100
Canada,22226,Halifax,Norway,26147,Bergen,2720
Canada,22226,Halifax,Tunisia,23448,Bizerte,3457
Canada,22226,Halifax,France,18012,Brest,2431
Canada,22226,Halifax,Colombia,28261,Buenaventura,2691
Canada,22226,Halifax,Peru,30045,Callao,3677
Canada,22226,Halifax,Colombia,28313,Cartagena,2175
Canada,22226,Halifax,Romania,14459,Constantza,4710
Canada,22226,Halifax,Denmark,10563,Copenhagen,3030
Canada,22226,Halifax,Panama,216592,Cristobal,2298
Canada,22226,Halifax,El Salvador,15107,Cutuco,3078
Canada,22226,Halifax,Ireland,29749,Dublin,2423
Canada,22226,Halifax,France,18326,Dunkirk,2688
Canada,22226,Halifax,Ecuador,14226,Esmeraldas,2817
Canada,22226,Halifax,Ukraine,213737,Feodosia,4905
Canada,22226,Halifax,Portugal,23428,Funchal,2279
Canada,22226,Halifax,Tunisia,23495,Gabes,3749
Canada,22226,Halifax,Romania,14470,Galatz,4834
Canada,22226,Halifax,Poland,12543,Gdansk,3296
Canada,22226,Halifax,Italy,11174,Genoa,3561
Canada,22226,Halifax,Puerto Rico,13610,Guanica,1652
Canada,22226,Halifax,Ecuador,29876,Guayaquil,3174
Canada,22226,Halifax,Germany,224858,Hamburg,2975
Canada,22226,Halifax,Finland,16485,Helsinki,3580
Canada,22226,Halifax,Slovenia,24795,Izola,4358
Canada,22226,Halifax,Russia,11771,Kaliningrad,3331
Canada,22226,Halifax,Slovenia,21381,Koper,4358
Canada,22226,Halifax,Finland,16737,Kotka,3635
